"id","القرية","العزلة","المديرية","المحافظة"
603,"ذي عامر شملان","الدامغ","السياني","اب"
604,"ريمه","الدامغ","السياني","اب"
605,"عثارب","الدامغ","السياني","اب"
606,"عدن الاشلوح","الدامغ","السياني","اب"
607,"عشه","الدامغ","السياني","اب"
608,"مجرن","الدامغ","السياني","اب"
609,"مريت","الدامغ","السياني","اب"
610,"منزل السماوي","الدامغ","السياني","اب"
611,"منزل السوق","الدامغ","السياني","اب"
612,"منزل الفقيه","الدامغ","السياني","اب"
613,"منزل جميع","الدامغ","السياني","اب"
614,"ميانق","الدامغ","السياني","اب"
615,"وعل","الدامغ","السياني","اب"
616,"يعدش","الدامغ","السياني","اب"
617,"العريش","العارضه","السياني","اب"
618,"تلعقه","العارضه","السياني","اب"
619,"ذى القرض","العارضه","السياني","اب"
620,"ادول","العربيين","السياني","اب"
621,"الجرافه","العربيين","السياني","اب"
622,"الزرائب","العربيين","السياني","اب"
623,"الصرم","العربيين","السياني","اب"
624,"الضيعه","العربيين","السياني","اب"
625,"الظوهار العليا","العربيين","السياني","اب"
626,"الكباب","العربيين","السياني","اب"
627,"الكزله","العربيين","السياني","اب"
628,"المحلائى","العربيين","السياني","اب"
629,"المشيرعه","العربيين","السياني","اب"
630,"النهوى","العربيين","السياني","اب"
631,"حبيل هدوان","العربيين","السياني","اب"
632,"شعب القريه","العربيين","السياني","اب"
633,"غربه","العربيين","السياني","اب"
634,"قتر","العربيين","السياني","اب"
635,"مجدب","العربيين","السياني","اب"
636,"مصاوره","العربيين","السياني","اب"
637,"وادي وش","العربيين","السياني","اب"
638,"الاشعاب","المجزع","السياني","اب"
639,"الحويدين","المجزع","السياني","اب"
640,"الخرابه","المجزع","السياني","اب"
641,"الدحيه","المجزع","السياني","اب"
642,"الدهنه","المجزع","السياني","اب"
643,"المعزبه","المجزع","السياني","اب"
644,"جزحان","المجزع","السياني","اب"
645,"سالفون","المجزع","السياني","اب"
646,"معول","المجزع","السياني","اب"
647,"الجرذم","النقيلين","السياني","اب"
648,"الدار","النقيلين","السياني","اب"
649,"الرزم","النقيلين","السياني","اب"
650,"السحب","النقيلين","السياني","اب"
651,"العرش","النقيلين","السياني","اب"
652,"الملوئه","النقيلين","السياني","اب"
653,"بيت الرعاوي","النقيلين","السياني","اب"
654,"جحذره","النقيلين","السياني","اب"
655,"جناد","النقيلين","السياني","اب"
656,"ذي المحاسن","النقيلين","السياني","اب"
657,"ذي المحمر","النقيلين","السياني","اب"
658,"ذي الوسع","النقيلين","السياني","اب"
659,"ذي حريمات","النقيلين","السياني","اب"
660,"ذي نعوم","النقيلين","السياني","اب"
661,"رقاد","النقيلين","السياني","اب"
662,"فلعه","النقيلين","السياني","اب"
663,"مرعه","النقيلين","السياني","اب"
664,"منزل الرباعي","النقيلين","السياني","اب"
665,"منزل الساده","النقيلين","السياني","اب"
666,"نوابه","النقيلين","السياني","اب"
667,"اشار","الهادس","السياني","اب"
668,"الجيئات","الهادس","السياني","اب"
669,"الحبيل","الهادس","السياني","اب"
670,"الخرابه","الهادس","السياني","اب"
671,"الخمعي","الهادس","السياني","اب"
672,"الدخلة","الهادس","السياني","اب"
673,"الذراع","الهادس","السياني","اب"
674,"الذنبه","الهادس","السياني","اب"
675,"الرباط","الهادس","السياني","اب"
676,"السريح","الهادس","السياني","اب"
677,"الشكامي","الهادس","السياني","اب"
678,"الصيرات","الهادس","السياني","اب"
679,"العقير","الهادس","السياني","اب"
680,"العموقين","الهادس","السياني","اب"
681,"الكمادي","الهادس","السياني","اب"
682,"اللفج","الهادس","السياني","اب"
683,"المقطح","الهادس","السياني","اب"
684,"الهادس","الهادس","السياني","اب"
685,"حذذ","الهادس","السياني","اب"
686,"ذراع مكابس","الهادس","السياني","اب"
687,"ذي الجرف","الهادس","السياني","اب"
688,"ذي الحبر","الهادس","السياني","اب"
689,"ذي عامر","الهادس","السياني","اب"
690,"عتاب","الهادس","السياني","اب"
691,"عدن جود","الهادس","السياني","اب"
692,"عطبه","الهادس","السياني","اب"
693,"منزل ابوبكر","الهادس","السياني","اب"
694,"منزل عيقري","الهادس","السياني","اب"
695,"الظرافه","ذي شراق","السياني","اب"
696,"جحب","ذي شراق","السياني","اب"
697,"ذي شراق","ذي شراق","السياني","اب"
698,"الحميراء","عميد الخارج","السياني","اب"
699,"الخضيراء","عميد الخارج","السياني","اب"
700,"الدمنه","عميد الخارج","السياني","اب"
701,"الظفاوه","عميد الخارج","السياني","اب"
702,"قابع","عميد الخارج","السياني","اب"
703,"الصيرات","عميد الداخل","السياني","اب"
704,"الظفير","عميد الداخل","السياني","اب"
705,"القريعا","عميد الداخل","السياني","اب"
706,"المصينعه","عميد الداخل","السياني","اب"
707,"المعزاب","عميد الداخل","السياني","اب"
708,"المعزبه","عميد الداخل","السياني","اب"
709,"ايهار","عميد الداخل","السياني","اب"
710,"الجرفات","نخلان","السياني","اب"
711,"الخريب","نخلان","السياني","اب"
712,"السياني","نخلان","السياني","اب"
713,"الصنين","نخلان","السياني","اب"
714,"الظهره","نخلان","السياني","اب"
715,"برعات","نخلان","السياني","اب"
716,"جلب","نخلان","السياني","اب"
717,"ضراس السفلى","نخلان","السياني","اب"
718,"ضراس العليا","نخلان","السياني","اب"
719,"منزل نخلان","نخلان","السياني","اب"
720,"الجوازع","هدفان","السياني","اب"
721,"الرعاس","هدفان","السياني","اب"
722,"العبره","هدفان","السياني","اب"
723,"العداري","هدفان","السياني","اب"
724,"المجعاره","هدفان","السياني","اب"
725,"المسالقه","هدفان","السياني","اب"
726,"المعافد","هدفان","السياني","اب"
727,"النجاد","هدفان","السياني","اب"
728,"النجد الاحمر","هدفان","السياني","اب"
729,"جبل حود","هدفان","السياني","اب"
730,"حضاره","هدفان","السياني","اب"
731,"رديع","هدفان","السياني","اب"
732,"سنب","هدفان","السياني","اب"
733,"شعب القاضي","هدفان","السياني","اب"
734,"محطب","هدفان","السياني","اب"
735,"الجامع","وادي سير","السياني","اب"
736,"الحقلين","وادي سير","السياني","اب"
737,"الدراني","وادي سير","السياني","اب"
738,"الشعوبه","وادي سير","السياني","اب"
739,"وادي سير","وادي سير","السياني","اب"
740,"اتم","الا ملؤك","الشعر","اب"
741,"الاخضري","الا ملؤك","الشعر","اب"
742,"الاسباط","الا ملؤك","الشعر","اب"
743,"الحدم صرم روحان","الا ملؤك","الشعر","اب"
744,"الحيفة","الا ملؤك","الشعر","اب"
745,"الردى","الا ملؤك","الشعر","اب"
746,"الرضائي","الا ملؤك","الشعر","اب"
747,"الشر يحيين","الا ملؤك","الشعر","اب"
748,"المرادح","الا ملؤك","الشعر","اب"
749,"المصواله","الا ملؤك","الشعر","اب"
750,"الملحكي","الا ملؤك","الشعر","اب"
751,"الهلتي","الا ملؤك","الشعر","اب"
752,"بيت القملي","الا ملؤك","الشعر","اب"
753,"تبة","الا ملؤك","الشعر","اب"
754,"جبوب نهشل","الا ملؤك","الشعر","اب"
755,"حقر","الا ملؤك","الشعر","اب"
756,"حقيل","الا ملؤك","الشعر","اب"
757,"دارذى بر","الا ملؤك","الشعر","اب"
758,"رحة","الا ملؤك","الشعر","اب"
759,"روحان","الا ملؤك","الشعر","اب"
760,"شرف النود","الا ملؤك","الشعر","اب"
761,"مسورة احمد","الا ملؤك","الشعر","اب"
762,"مسورتبه","الا ملؤك","الشعر","اب"
763,"منزل الشرف","الا ملؤك","الشعر","اب"
764,"منزل المقرعى","الا ملؤك","الشعر","اب"
765,"منزل علوان","الا ملؤك","الشعر","اب"
766,"ميدم","الا ملؤك","الشعر","اب"
767,"الحصن","العبس","الشعر","اب"
768,"الذراحي","العبس","الشعر","اب"
769,"المعزج","العبس","الشعر","اب"
770,"اي ال","العبس","الشعر","اب"
771,"بيت الورد","العبس","الشعر","اب"
772,"ثعلبان","العبس","الشعر","اب"
773,"جمعه","العبس","الشعر","اب"
774,"ذحيض","العبس","الشعر","اب"
775,"ذى رزن","العبس","الشعر","اب"
776,"رديع","العبس","الشعر","اب"
777,"عرم","العبس","الشعر","اب"
778,"الخراف","القابل الاسفل","الشعر","اب"
